ship_imo;ship_name;country;departure;container_id;container_type;container_group;net_weight;gross_weight;owner;declared;contact;customs_ok
YZX1455509;Marksshire;CH;2016021712;FBHL1900496;42T7;42T0;51766674.44;1553000.23;Dietrich, Kulas and Langworth;Baby, Tools, Music, Beauty & Grocery;aurelie@breitenberg.io;true
AMC1861710;Jayden;BD;201602183;FEGC1376633;20TG;28VH;21490719.94;2149071.99;Bogisich, Dickens and Bahringer;Industrial, Computers & Grocery;kirsten@spinka.co;true
GLV1922612;Eulalia;TD;201602178;ZBTJ1113044;45P8;28VH;14091045.01;422731.35;Armstrong, Homenick and Reichert;Garden, Computers, Games & Baby;efrain@hammes.co;true
POG1615575;Lake Eribertoland;CR;2016021611;ZFRV1370870;42U0;28VH;24491144.75;2449114.48;Heller-Herman;Books, Movies & Games;america_kaulke@cummeratabauch.io;true
DEJ1128330;Tiara;GP;2016021818;HREI1950658;2280;L5G1;56171236.87;5617123.69;Parisian Group;Shoes, Games, Industrial, Tools & Automotive;merritt@lednerbogisich.biz;true
NLH1771681;Port Noemie;TC;201602165;TAOC1652907;22U5;42G0;28036080.9;1401804.05;Becker-Brakus;Movies, Clothing & Kids;mervin@crooks.io;true
JET1053895;Jamil;TM;2016021914;NZWR1928566;48UT;28VH;41421516.21;4142151.62;Blick-Senger;Health, Jewelery, Home, Tools & Shoes;jaiden_cronin@langworthkrajcik.net;false
RYP1117603;New Santinoberg;AZ;201602187;RDZK1066020;42UT;22P1;40117228.14;2005861.41;Yundt LLC;Baby & Home;gianni_bode@lindgrenschoen.name;true
NLH1771681;Port Noemie;TC;201602165;NUOS1287502;42P6;22P1;3116639.76;311663.98;Bernhard LLC;Industrial, Home, Games & Shoes;evalyn_heathcote@daniel.com;true
GEU1548633;Lomaton;CK;201602204;CZSB1111399;20H1;28VH;32678786.21;3267878.62;Schimmel, Gerlach and D'Amore;Kids;tracy.block@vandervort.co;true
YZX1455509;Marksshire;CH;2016021712;EQJA1454315;22P2;42T0;3210808.55;321080.86;Halvorson, Wiza and Abshire;Beauty, Automotive & Industrial;nils.denesik@miller.co;true
SQH1155999;Aileen;GN;201602191;AFSN1813292;4560;22VH;102931609.28;5146580.46;Boyer LLC;Jewelery, Outdoors & Music;narciso_lind@kohler.com;true
NLH1771681;Port Noemie;TC;201602165;CHQY1785854;42P2;28VH;189892455.07;18989245.51;Greenfelder LLC;Toys & Movies;bailey@okeefe.name;true
NCZ1777367;East Savanahton;ER;2016021920;HXNW1061510;44HI;42T0;67695750.47;3384787.52;Sipes-Farrell;Sports, Shoes & Electronics;george_dubuque@macejkovicconnelly.biz;true
DEJ1128330;Tiara;GP;2016021818;OLFN1695711;40B6;8888;46800316.1;2340015.81;Feil Inc;Industrial, Sports, Health, Tools & Music;nyah@wyman.org;true
AEY1108363;Juana;AG;2016021917;BFKM1998965;4333;22UP;10846938.68;542346.93;Carroll LLC;Clothing, Tools & Home;adalberto@kunde.info;true
TCU1641123;New Margarete;NU;201602202;MJCK1406534;42GP;28VH;102018164.58;3060544.94;Schimmel Inc;Toys, Movies & Clothing;flo.lueilwitz@beer.info;true
POG1615575;Lake Eribertoland;CR;2016021611;PRVT1192068;2067;22B0;66651934.57;3332596.73;Hegmann Inc;Games, Industrial, Grocery & Electronics;magnolia.glover@hoeger.name;true
RYP1117603;New Santinoberg;AZ;201602187;TEUB1181375;2279;22UP;7029305.23;702930.52;Gislason-Keeling;Beauty, Baby, Health, Automotive & Games;layla.balistreri@wiegand.com;true
AEY1108363;Juana;AG;2016021917;QJHY1169629;2263;28VH;39857004.09;3985700.41;Yost, Jones and Fahey;Clothing, Music & Electronics;candace@purdy.org;true
GYR1192020;Emardland;RU;201602156;JLMF1214385;42H1;L5G1;99953158.27;2998594.75;Torp, O'Kon and Waelchi;Outdoors & Clothing;hortense@moraraufderhar.io;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;AUMJ1382521;2870;22T0;71757665.41;7175766.54;Berge-Mante;Outdoors, Health & Shoes;aleia.mraz@kirlin.io;true
JET1053895;Jamil;TM;2016021914;VIKL1770184;4025;22H0;28033425.16;2803342.52;Keebler, Reilly and Kovacek;Tools & Electronics;florida@schmitt.net;true
TCU1641123;New Margarete;NU;201602202;JLXB1297457;22P8;22B0;123271751.48;6163587.57;Hartmann-Erdman;Computers;kareem_kuvalis@collins.io;true
YZX1455509;Marksshire;CH;2016021712;NASV1545585;4532;42G0;23006193.11;2300619.31;Becker-Baumbach;Health, Automotive, Shoes & Sports;garnet.stark@langworthgleason.biz;true
IWE1254579;North Creola;HR;2016021919;ZTWS1420551;20B0;22R1;72943324.67;3647166.23;Bartell Inc;Movies, Automotive, Grocery, Electronics & Industrial;dexter@hilpert.com;true
NLH1771681;Port Noemie;TC;201602165;CUMG1287492;2960;8888;91339495.55;2740184.87;Toy-Batz;Movies, Garden & Electronics;braxton_simonis@pfeffer.org;true
DEJ1128330;Tiara;GP;2016021818;JQEF1263994;20T9;29P0;66985577.67;6698557.77;Schuppe, Zieme and Bode;Toys;ronny@okunevafritsch.info;true
JCI1797526;Herminio;KH;2016021610;LPSR1612446;44H1;12TR;13467345.51;1346734.55;Frami, Brown and Vandervort;Electronics, Shoes, Garden, Movies & Grocery;emerson.moriette@heller.co;true
JET1053895;Jamil;TM;2016021914;NWOV1100719;2220;28VH;8786012.66;263580.38;Hegmann and Sons;Beauty, Automotive & Tools;markus@schmelerrowe.info;true
GEU1548633;Lomaton;CK;201602204;CHTX1389862;L5GP;22VH;32902909.95;3290291.0;Homenick-Haley;Toys, Garden, Jewelery, Beauty & Grocery;jay.kuvalis@leffler.io;false
IWE1254579;North Creola;HR;2016021919;GJZM1663841;40U5;28VH;107556.13;5377.81;Okuneva, Hansen and Sporer;Clothing, Books & Home;leslie@armstrongrunte.com;true
JCI1797526;Herminio;KH;2016021610;RHBA1268310;20UT;22B0;26193587.36;2619358.74;Parisian, Gibson and Gislason;Health, Jewelery, Baby & Sports;abigayle@lindgrenbatz.info;true
TCU1641123;New Margarete;NU;201602202;DWZS1769315;2232;42U1;20480779.91;2048077.99;McGlynn, Feest and Aufderhar;Books, Industrial, Health & Toys;agustina_cartwright@mclaughlin.co;true
NLH1771681;Port Noemie;TC;201602165;AYIX1032006;40P0;28VH;4754981.49;475498.15;Waelchi Group;Jewelery & Garden;emerald@gleichnerwintheiser.io;true
GYR1192020;Emardland;RU;201602156;DEUI1313436;4210;28VH;83913050.15;2517391.5;Cummerata-Lind;Home, Clothing, Kids & Movies;julien_wyman@reingermclaughlin.io;true
TCU1641123;New Margarete;NU;201602202;QNCS1427203;2166;22H0;79371886.68;3968594.33;Wuckert, Yost and Zulauf;Toys, Books, Sports & Tools;roma@braunskiles.com;true
IWE1254579;North Creola;HR;2016021919;JRXV1301253;24R0;22H0;27785424.23;2778542.42;Treutel, Von and Hilll;Electronics, Grocery & Automotive;lucinda.swift@romaguera.com;true
KSP1096387;Wiley;CF;201602199;OJFX1151438;42T3;28VH;6249066.47;187471.99;Kemmer-Lowe;Games, Music, Movies & Clothing;domenick.littel@tromp.biz;true
JET1053895;Jamil;TM;2016021914;HWAO1016890;4380;28VH;38622417.69;1158672.53;Weissnat LLC;Sports;derek@doyle.name;true
POG1615575;Lake Eribertoland;CR;2016021611;QKPY1089592;22PS;28VH;42725760.32;2136288.02;Pfannerstill and Sons;Toys & Games;brennan.ferry@mann.info;false
NCZ1777367;East Savanahton;ER;2016021920;CEUX1837835;49PF;28VH;260706975.4;26070697.54;Yost, Goyette and Schimmel;Toys, Electronics, Clothing, Baby & Outdoors;paxton_gerlach@moriettespinka.biz;true
JMP1637582;East Zechariahland;AQ;2016021513;XPOG1294738;20P3;22T0;7829908.37;391495.42;Ward-Ratke;Computers, Garden & Industrial;ezequiel_hegmann@rolfson.net;true
NCZ1777367;East Savanahton;ER;2016021920;IXCJ1231754;3000;45G0;12136809.64;1213680.96;Williamson-Hagenes;Baby & Outdoors;jamey.ankunding@schinner.net;true
KSP1096387;Wiley;CF;201602199;HCYU1430319;22R3;28VH;18037077.69;541112.33;Casper-Jacobi;Computers, Baby, Home, Sports & Kids;mittie_mcdermott@oberbrunner.com;false
SQH1155999;Aileen;GN;201602191;UFCD1186534;4203;28VH;24181959.78;2418195.98;Reynolds Inc;Baby, Beauty, Games, Toys & Outdoors;ara.aufderhar@gerlach.net;true
SQH1155999;Aileen;GN;201602191;MCZO1543304;26G1;L5G1;94147531.2;9414753.12;Torphy LLC;Music;julianne@mayertstrosin.co;true
KSP1096387;Wiley;CF;201602199;ESLR1207932;2670;29P0;30349839.27;910495.18;Considine-Braun;Industrial, Sports, Beauty, Garden & Music;rhea_pacocha@ortiz.name;true
GYR1192020;Emardland;RU;201602156;SBQY1341707;42V0;28VH;2294750.15;229475.02;Nienow Inc;Games, Outdoors, Grocery, Automotive & Movies;arnaldo@rau.com;true
KSP1096387;Wiley;CF;201602199;UCAG1998864;4960;28VH;18241119.89;547233.6;Mills Inc;Games;destany.hagenes@mcclure.net;true
AEY1108363;Juana;AG;2016021917;NDJA1528807;2364;28VH;74078770.3;7407877.03;Walker-Blick;Industrial, Automotive, Movies, Tools & Computers;godfrey.wilkinson@bechtelarkertzmann.co;true
GYR1192020;Emardland;RU;201602156;KQRS1327482;20HI;22P1;100243656.26;10024365.63;Oberbrunner, Goldner and Leffler;Computers & Grocery;corene@goldner.co;true
IWE1254579;North Creola;HR;2016021919;OKZM1954363;4533;8888;104217950.01;5210897.5;Bergnaum, Bernier and Kertzmann;Industrial, Garden, Grocery, Jewelery & Music;cecile_nitzsche@wardzemlak.biz;true
FUS1202266;East Mustafaland;GU;2016021816;SWMA1917633;4010;28VH;9201415.71;920141.57;Beatty and Sons;Games, Computers & Baby;verlie.koch@schultzgerhold.net;true
IWE1254579;North Creola;HR;2016021919;QXCM1457201;2204;28VH;175617149.97;8780857.5;Jenkins Group;Kids, Jewelery, Baby, Games & Music;dell_rutherford@bradtke.net;true
TCU1641123;New Margarete;NU;201602202;NTEA1852784;4260;42R1;10724496.54;536224.83;Cronin-Denesik;Garden & Electronics;delores@stokes.info;true
IWE1254579;North Creola;HR;2016021919;ZENQ1035783;42PC;28VH;26749179.6;802475.39;Wolf LLC;Grocery;magdalena@morar.io;true
IWE1254579;North Creola;HR;2016021919;YUZD1277551;42T3;28VH;928728.55;92872.86;Bogan Inc;Health, Shoes, Grocery & Automotive;paxton@jacobson.net;true
RYP1117603;New Santinoberg;AZ;201602187;PZEF1205063;20TD;22VH;212395374.67;21239537.47;Osinski-Roob;Computers & Games;cecilia_gutmann@eichmannhansen.name;true
NCZ1777367;East Savanahton;ER;2016021920;TPFR1340370;2167;28VH;2746259.75;274625.98;Barrows Inc;Computers & Toys;marquise@rowerohan.io;true
DEJ1128330;Tiara;GP;2016021818;MBPF1909627;24H2;22P1;37266600.88;1863330.04;Lehner-Hamill;Jewelery, Automotive, Games & Electronics;phoebe@volkman.net;true
GLV1922612;Eulalia;TD;201602178;BCEW1372677;40H6;28VH;6099262.86;182977.89;D'Amore and Sons;Toys & Garden;stone_torphy@larson.org;true
IWE1254579;North Creola;HR;2016021919;VFGE1756280;4510;22H0;19111689.68;573350.69;Reichert and Sons;Automotive, Electronics & Beauty;warren@schoen.net;true
POG1615575;Lake Eribertoland;CR;2016021611;WBEZ1163549;20G0;22P1;61041223.32;6104122.33;Hegmann-Funk;Games, Music, Health & Outdoors;jaydon.legros@senger.info;true
GLV1922612;Eulalia;TD;201602178;JWYL1471961;40HI;42R1;29567214.06;2956721.41;Flatley, Littel and Hermann;Books & Movies;geovanni_lesch@botsford.io;true
JET1053895;Jamil;TM;2016021914;WZEN1870331;28VH;42G0;116029261.14;11602926.11;Prosacco Inc;Tools, Movies, Kids, Baby & Beauty;hobart_green@schowalter.io;true
TCU1641123;New Margarete;NU;201602202;PNRT1417142;22RE;L5R1;16832401.95;1683240.2;Beahan Inc;Industrial & Sports;abraham_cain@lefflerrunolfsdottir.name;true
KSP1096387;Wiley;CF;201602199;NEGX1563989;45R0;22P1;132374301.17;6618715.06;Hudson-Daniel;Tools, Garden, Grocery & Electronics;crystal@larson.io;true
SQH1155999;Aileen;GN;201602191;KTGW1760786;L5G9;22VH;5483214.85;164496.45;Spencer, Schmitt and Morissette;Shoes, Jewelery, Outdoors & Movies;glenda@heller.co;true
IWE1254579;North Creola;HR;2016021919;CRLN1126845;22R0;28VH;32454332.24;3245433.22;Maggio, Nikolaus and Kautzer;Kids;enrique.bins@hamill.name;true
JCI1797526;Herminio;KH;2016021610;FRWT1616837;22V2;22P1;156201529.05;4686045.87;Littel and Sons;Music, Computers & Grocery;reed.jaskolski@little.io;true
FUS1202266;East Mustafaland;GU;2016021816;QYIJ1507198;42TG;42VH;24614547.46;1230727.37;Orn-Jerde;Movies, Health & Beauty;arthur.leffler@quigley.biz;true
POG1615575;Lake Eribertoland;CR;2016021611;JBYC1470458;2266;28VH;31137873.29;3113787.33;Goodwin Group;Shoes;agustina@hagenepencer.com;false
YZX1455509;Marksshire;CH;2016021712;RGJW1570148;4050;28VH;47709351.44;2385467.57;Olson Inc;Tools;travis@klocko.org;true
GEU1548633;Lomaton;CK;201602204;LWJP1212809;49P1;22T0;32104496.7;963134.9;Keebler and Sons;Music, Jewelery, Grocery & Garden;margot@cormier.co;true
IWE1254579;North Creola;HR;2016021919;ATKP1845695;2851;28VH;70589598.37;3529479.92;Morar LLC;Health;sammy.goodwin@runolfon.name;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;AVEC1824142;42B0;22B0;89265604.59;4463280.23;Smith, Dare and Bednar;Beauty, Health & Books;garrett@breitenberg.org;true
POG1615575;Lake Eribertoland;CR;2016021611;PAIZ1580933;42R2;22R1;27736802.5;832104.08;Leannon-Pouros;Grocery;hilario@beer.net;true
AEY1108363;Juana;AG;2016021917;DXWV1401188;2080;42G0;18408355.23;920417.76;Howell-Schinner;Automotive, Industrial & Health;lenore_kling@botsfordnienow.net;true
AEY1108363;Juana;AG;2016021917;PYBC1620979;40T9;L5R1;34039575.16;3403957.52;Nolan-Maggio;Garden, Baby, Outdoors & Games;darrick@kuvalis.io;true
AMC1861710;Jayden;BD;201602183;JLCI1385255;2300;22VH;70780289.52;2123408.69;Raynor Inc;Toys & Jewelery;zane.lesch@murphy.com;true
RYP1117603;New Santinoberg;AZ;201602187;OETY1057464;40R0;42VH;46633741.82;1399012.25;Kovacek Inc;Books, Outdoors & Sports;kelsie@hammes.org;true
JMP1637582;East Zechariahland;AQ;2016021513;SETC1782916;2259;28VH;156482540.88;15648254.09;Schultz, Sanford and Hayes;Shoes, Garden, Sports & Tools;julie@bergnaumblock.biz;true
POG1615575;Lake Eribertoland;CR;2016021611;BPLC1915097;L5R2;22R1;36083560.65;1804178.03;Dooley, Goodwin and Herzog;Computers;kariane@homenick.info;false
AEY1108363;Juana;AG;2016021917;GTBW1611298;2051;22B0;24468767.78;2446876.78;Bergnaum and Sons;Beauty;carol@blanda.com;true
JMP1637582;East Zechariahland;AQ;2016021513;GWJT1892996;22P9;28VH;42186559.22;4218655.92;West-Keeling;Games;verdie@klein.io;true
AEY1108363;Juana;AG;2016021917;MXDP1503847;2225;8888;48020960.74;1440628.82;Stracke Inc;Toys;kali.kohler@kuhlman.io;true
JMP1637582;East Zechariahland;AQ;2016021513;TXKC1468063;26G3;22UP;15694855.47;1569485.55;Braun Group;Computers;ayden_lowe@hamill.com;true
AEY1108363;Juana;AG;2016021917;YJHA1340544;45G1;28VH;50809295.26;2540464.76;Casper, Abshire and Streich;Jewelery & Sports;trenton@eichmann.com;true
IWE1254579;North Creola;HR;2016021919;THEM1059707;4253;22VH;32347045.64;970411.37;Green-Schiller;Grocery, Baby, Outdoors, Computers & Kids;leta.mohr@kuhn.net;true
RYP1117603;New Santinoberg;AZ;201602187;JODT1649411;42G1;42G0;14434764.91;1443476.49;Beahan-Hermiston;Jewelery, Computers & Home;sean_gutmann@turcotte.info;true
RYP1117603;New Santinoberg;AZ;201602187;LVNT1596231;12TR;22VH;22109796.66;2210979.67;Klocko-Goyette;Clothing, Automotive, Shoes, Beauty & Movies;blaze.waelchi@wisoky.biz;false
IWE1254579;North Creola;HR;2016021919;KTNX1794324;2251;42T0;21806213.28;2180621.33;O'Keefe Inc;Books, Automotive, Baby & Games;thad.considine@jerde.biz;true
AEY1108363;Juana;AG;2016021917;AWLR1185613;40V0;29P0;2367889.76;71036.69;Dicki, Senger and Nienow;Outdoors, Grocery & Books;aurelia@cronahegmann.org;true
YZX1455509;Marksshire;CH;2016021712;FMOS1404136;9200;22P1;13334372.43;666718.62;Abbott-Weber;Home, Health & Industrial;amira_heidenreich@eichmann.name;true
AEY1108363;Juana;AG;2016021917;LZEY1158998;45R3;22VH;85949766.44;4297488.32;O'Conner-Pfeffer;Kids;jacinto_metz@koelpin.com;true
YZX1455509;Marksshire;CH;2016021712;GSPB1537963;20PS;28VH;13916408.12;417492.24;Veum LLC;Movies, Baby & Tools;diego_boyer@metzarmstrong.info;true
NLH1771681;Port Noemie;TC;201602165;LBAK1645865;4161;22T0;37784668.4;1133540.05;Thompson-Jakubowski;Electronics, Kids, Movies, Home & Sports;urban.rutherford@thompsonbarrows.net;true
NLH1771681;Port Noemie;TC;201602165;POVF1519280;4761;28VH;93872701.18;4693635.06;Jacobson-Stroman;Tools, Beauty, Movies, Grocery & Health;reinhold@lemke.info;true
IWE1254579;North Creola;HR;2016021919;FZYD1713489;20B5;28VH;5863835.11;293191.76;Erdman-Rippin;Tools, Home & Jewelery;kali@flatley.biz;true
JCI1797526;Herminio;KH;2016021610;GXTO1045261;40T5;28VH;38747050.82;1937352.54;Yost-Schumm;Jewelery, Outdoors & Games;stella.schulist@reingerfriesen.biz;true
POG1615575;Lake Eribertoland;CR;2016021611;GEZN1969155;42RS;28VH;21434118.42;1071705.92;Koch Inc;Jewelery, Books, Clothing & Industrial;thora_dicki@skiles.name;true
FUS1202266;East Mustafaland;GU;2016021816;PGUY1304446;L5R3;28VH;33913379.99;3391338.0;Rolfson-Wisoky;Movies, Kids, Electronics & Home;jett_cronin@quigley.co;true
JCI1797526;Herminio;KH;2016021610;CUAO1802862;42T3;28VH;28047167.33;1402358.37;Donnelly LLC;Movies & Books;paul@johnson.com;true
YZX1455509;Marksshire;CH;2016021712;LEDS1937940;4505;28VH;15359026.94;1535902.69;Walter, Cronin and Purdy;Jewelery;ivory@ondrickatoy.name;true
IWE1254579;North Creola;HR;2016021919;IFRM1662059;4032;22VH;65610651.32;3280532.57;Schmidt and Sons;Shoes & Outdoors;chelsey.rowe@spinka.io;true
AEY1108363;Juana;AG;2016021917;TKJF1646184;20G3;22P1;18423938.62;921196.93;Schaefer, Gerlach and Bins;Garden & Grocery;jabari_kling@mills.net;true
JET1053895;Jamil;TM;2016021914;GHRS1419797;20V0;29P0;19124577.64;956228.88;Swift LLC;Movies, Books, Beauty, Electronics & Grocery;karl@purdywilderman.org;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;FAXS1896570;2067;29P0;19593681.33;979684.07;Mosciski-Deckow;Computers, Baby & Movies;may@hudson.biz;true
IWE1254579;North Creola;HR;2016021919;NPCA1369398;42G0;42VH;109033687.31;3271010.62;Frami and Sons;Outdoors, Toys, Home, Health & Games;otilia.shanahan@pfeffer.io;true
NCZ1777367;East Savanahton;ER;2016021920;ZIVM1675561;40G2;42T0;56960614.81;2848030.74;Schuster, Ferry and Bartoletti;Toys, Sports & Automotive;shayne@gerholdokon.name;true
AMC1861710;Jayden;BD;201602183;CUVR1054756;4003;28VH;10151878.12;304556.34;Wyman, Johnson and Wunsch;Automotive, Home & Music;brooks.medhurst@koelpinziemann.biz;true
JET1053895;Jamil;TM;2016021914;TZWP1948201;20B0;8888;23837038.19;2383703.82;Raynor LLC;Books & Outdoors;brannon@smithamcasper.io;true
RYP1117603;New Santinoberg;AZ;201602187;FXNQ1155651;42P8;28VH;42683690.83;1280510.72;Hudson and Sons;Shoes, Kids, Sports & Health;earl@witting.co;true
POG1615575;Lake Eribertoland;CR;2016021611;QKOJ1756061;26G2;28VH;19329495.33;1932949.53;Carter and Sons;Sports & Grocery;charlotte@ryan.net;true
DEJ1128330;Tiara;GP;2016021818;GPRL1247854;30G0;28VH;108639583.68;3259187.51;Turcotte-Collins;Toys;emmy@gulgowski.io;true
TCU1641123;New Margarete;NU;201602202;QFDL1984479;40H5;22R1;3110791.28;93323.74;Conn-Nitzsche;Industrial;murray_abbott@larkin.co;true
IWE1254579;North Creola;HR;2016021919;GMYQ1372327;L5R0;28VH;25782641.07;773479.23;Waelchi LLC;Kids, Music, Garden & Sports;robb.lesch@raynor.name;true
AEY1108363;Juana;AG;2016021917;BQVR1408745;40G2;L5R1;102355310.96;3070659.33;Wyman-Schiller;Games, Jewelery & Tools;chanel@bode.net;true
POG1615575;Lake Eribertoland;CR;2016021611;WOFM1966636;2150;28VH;7833716.32;783371.63;Schowalter-Bode;Grocery & Jewelery;jabari_crona@fadel.io;false
KSP1096387;Wiley;CF;201602199;PIUO1943613;45P8;8888;25735502.06;1286775.1;McGlynn-Kohler;Toys;eugenia.funk@sawayn.com;true
DEJ1128330;Tiara;GP;2016021818;DJUR1678557;22PC;45G0;30312226.82;1515611.34;Lindgren-Mante;Shoes, Health, Automotive & Computers;marlene@renner.biz;true
IWE1254579;North Creola;HR;2016021919;VXJA1726628;2300;8888;19589662.9;979483.15;Ortiz, Daugherty and Kuvalis;Toys, Outdoors, Beauty, Automotive & Music;cleta@emmerich.io;true
AEY1108363;Juana;AG;2016021917;JSIR1692681;45R0;22H0;7812742.37;390637.12;Wolf and Sons;Sports & Clothing;hilario_schmitt@moriettemertz.io;false
YZX1455509;Marksshire;CH;2016021712;VYSC1594431;40B6;28VH;18105991.03;905299.55;Bradtke, Cormier and Collins;Outdoors, Toys, Electronics, Games & Clothing;rosetta_hilpert@tromppfannerstill.com;true
DEJ1128330;Tiara;GP;2016021818;NCQV1361428;4104;28VH;34225165.81;1026754.97;Barrows, Rempel and Witting;Home;bernie.harvey@mayer.org;true
FUS1202266;East Mustafaland;GU;2016021816;HPFU1473551;L5H5;8888;1530673.64;153067.36;Tremblay, Murazik and Skiles;Kids;estell.haley@mohr.org;true
FUS1202266;East Mustafaland;GU;2016021816;CMNT1276295;28VH;28VH;32279753.89;3227975.39;Bartell-Gulgowski;Shoes & Home;neha_marks@prosaccokuhic.org;true
NLH1771681;Port Noemie;TC;201602165;CPLW1934967;40BK;22H0;110592427.67;3317772.83;Kreiger Group;Computers, Outdoors, Sports & Baby;jillian@donnelly.io;true
RYP1117603;New Santinoberg;AZ;201602187;EWYX1629423;28VH;28VH;42562512.28;2128125.61;Abshire-Mayer;Grocery;alverta@wuckert.com;true
SQH1155999;Aileen;GN;201602191;UJWT1787919;2212;22P1;50327391.15;5032739.12;Berge-Ledner;Books & Jewelery;presley.marvin@fadelschuppe.io;true
YZX1455509;Marksshire;CH;2016021712;MTOJ1652986;L5RS;28VH;6104218.52;183126.56;Jones-Will;Books, Baby, Kids & Games;cordia@west.net;true
KSP1096387;Wiley;CF;201602199;OWHP1632081;20B6;22VH;14617463.7;438523.91;Walter-Mohr;Garden, Automotive & Computers;fidel_corwin@rohanmacejkovic.com;true
AMC1861710;Jayden;BD;201602183;ERCK1008085;20T1;28VH;764442.81;76444.28;Wiza-Bahringer;Health & Garden;gilda_bode@mcculloughcrist.com;true
JMP1637582;East Zechariahland;AQ;2016021513;TPOY1886946;20PL;28VH;6734503.88;202035.12;Bartoletti-Auer;Garden, Computers, Jewelery, Health & Automotive;eddie@luettgenwisozk.com;true
KSP1096387;Wiley;CF;201602199;MVRA1476915;4003;22H0;14355717.99;430671.54;Welch-Hamill;Outdoors, Automotive & Toys;jonatan.deckow@johnston.co;true
TCU1641123;New Margarete;NU;201602202;XEBP1842728;4994;28VH;531276.78;15938.3;Wisozk, Hilll and Berge;Beauty, Baby & Outdoors;daniella.turner@crooks.io;true
GEU1548633;Lomaton;CK;201602204;JXRI1226202;2201;28VH;1193936.47;59696.82;Morar Inc;Clothing, Toys, Sports, Home & Computers;diamond.lang@mcglynn.name;true
SQH1155999;Aileen;GN;201602191;JXSC1016736;2203;42G0;13879153.42;416374.6;Wuckert LLC;Computers, Music & Sports;martine_schuppe@mccullough.biz;true
DEJ1128330;Tiara;GP;2016021818;XMRE1701801;42R2;22R1;73740755.89;3687037.79;Wisozk Group;Shoes, Movies & Computers;neal@ferry.biz;false
MBV1836745;Port Guiseppeburgh;NO;2016021915;JHRB1745970;4070;22UP;41178278.54;4117827.85;Considine-Rolfson;Industrial, Sports & Jewelery;taya@lakin.com;true
